FieldsBase Subsea Installation Search - Data Download,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 15:17 for Dirk Rook,,,,,,,,,,,,
,,,,,,,,,,,,
Filters:,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Region,Country,Block,Field,Project,Operator,Status,Type,Installation year,Tree supplier,Total wells,Water depth (m),Remark
Northwest Europe,Norway,34/7,Vigdis East,Vigdis Extention III,Statoil,Installed,Template,2008,,4,250,
Northwest Europe,Norway,34/7,Vigdis Northeast,Vigdis NE,Statoil,Installed,,2012,FMC,4,292,4/11: 4 wells - 3 producers and 1 water injector
Northwest Europe,Norway,25/4,Vilje,Vilje,"Statoil, Marathon",Installed,Satellite,2007,,2,122,
Northwest Europe,Norway,25/4,Vilje,Vilje South,Marathon,Installed,,2013,FMC,2,120,
Northwest Europe,Norway,25/4,Viper,Viper,Marathon,Possible,,2019,,1,123,11/09: single tree is a guess
Northwest Europe,Norway,34/8,Visund,Visund Injection,Statoil,Installed,Template,2009,Aker Kvaerner,2,335,
Northwest Europe,Norway,34/8,Visund,Visund Nord,Statoil,Installed,,2013,FMC,2,380,
Northwest Europe,Norway,34/8,Visund,Visund North,Statoil,Installed,Satellite,2001,,2,335,
Northwest Europe,Norway,34/8,Visund,Visund Phase I,Statoil,Installed,Satellite,1998,Aker Kvaerner,3,335,
Northwest Europe,Norway,34/8,Visund,Visund Phase II,Statoil,Installed,Template,2005,Kvaerner Brug,14,335,
Northwest Europe,Norway,34/8,Visund,Visund Phase III,Statoil,Installed,,2011,Aker Solutions,6,270,
Northwest Europe,Norway,34/8,Visund,Visund Phase IV,Statoil,Installed,,2014,,5,270,
Northwest Europe,Norway,34/8,Visund South (ex Pan/Pandora),Visund South (ex Pan/Pandora),Statoil,Installed,,2012,FMC,3,292,6/10: FMC to supply 4 prod trees (1 is a spare). Deliveries to commence Q2 2011.
Northwest Europe,Norway,24/9,Volund,Volund,Marathon,Installed,Cluster,2011,Aker Kvaerner,6,124,"2010: 3 producers, 1 injector + 1 more producer planned"
Northwest Europe,Norway,24/9a,Volund,Volund Northwest Infill,Marathon,Installed,,2012,,1,122,
Northwest Europe,Norway,9/2,Yme,Yme,Statoil,Installed,Satellite,1996,FMC,2,91,
Northwest Europe,Norway,9/2,Yme,Yme Beta West,Statoil,Installed,Satellite,1999,FMC,2,91,
Northwest Europe,Norway,2/9a,Yme,Yme Redevelopment,Talisman,Installed,Cluster,2011,VetcoGray,5,98,"Technip won SS const conyract. Scope: manifolds,flowlines,spools or jumpers and tie-in work.Installation sched. to be completed 3Q07. Vetco Gray will supply subsea production system.2/07.Technip to use Apache for inst"
Northwest Europe,Norway,6507/11,Yttergryta,Yttergryta,Statoil,Installed,Satellite,2008,FMC,1,843,Part of Aasgard project. Subsea template installed - well completion set for 2008.
Northwest Europe,Norway,6507/7,Zidane,Zidane,RWE Dea,Planned,,2017,,4,344,
Northwest Europe,Spain,,Albatros,Albatros,Repsol,Installed,Satellite,1995,,1,150,
Northwest Europe,Spain,,Albatros,Albatros,Repsol,Installed,Satellite,1995,,1,150,
Northwest Europe,Spain,,Poseidon,Poseidon,Repsol,Installed,Satellite,1997,Cooper Cameron,1,72,
Northwest Europe,Spain,,Poseidon,Poseidon,Repsol,Installed,Satellite,1997,Cooper Cameron,2,138,
Northwest Europe,United Kingdom,9/19 (Maclure),Maclure,,TAQA,Installed,Satellite,2002,Cooper Cameron,1,115,"Partners agreed to proceed with the project early 2002, still suject to DTI approval. First oil is planned mid-2002. Onstream in July 2002."
Northwest Europe,United Kingdom,29/2a,29/2a-2,29/2a-2,CNR International,Possible,Cluster,2016,,2,123,Subsea completion tied back to Banff.
Northwest Europe,United Kingdom,44/19,44/19-3,44/19-3,Wintershall,Possible,Satellite,2018,,1,20,
Northwest Europe,United Kingdom,SB-K,Affleck,Affleck,Maersk Oil,Installed,Cluster,2007,,2,73,
Northwest Europe,United Kingdom,16/26,Alba,Alba Extreme South,Chevron,Installed,Cluster,2004,,7,140,
Northwest Europe,United Kingdom,16/26,Alba,Alba Water Injection,Chevron,Installed,Satellite,1998,ABB Vetco Gray,1,134,
Northwest Europe,United Kingdom,16/26,Alba,Alba water injection (SADIE 3),Chevron,Installed,,2011,,1,134,
Northwest Europe,United Kingdom,15/29a,Alder,Alder,Chevron,Construction,Satellite,2015,Cameron,2,151,number of trees is estimated
Northwest Europe,United Kingdom,49/11a,Alexandra,Alexandra,ConocoPhillips,Possible,Satellite,2020,,2,37,
Northwest Europe,United Kingdom,49/11a,Alison,Alison,ConocoPhillips,Installed,Satellite,1995,ABB Vetco Gray,2,25,
Northwest Europe,United Kingdom,49/11a,Alison,Alison,ConocoPhillips,Installed,Satellite,1995,ABB Vetco Gray,2,25,
Northwest Europe,United Kingdom,30/24,Alma/Galia,Alma/Galia (ex-Knightsbridge & Ardmore Rdv.),EnQuest,Installed,,2012,FMC,1,82,Drilling is scheduled between September 2012 and December 2012.
Northwest Europe,United Kingdom,30/24,Alma/Galia,Alma/Galia (ex-Knightsbridge & Ardmore Rdv.),EnQuest,Installed,,2013,FMC,6,79,
Northwest Europe,United Kingdom,30/24,Alma/Galia,Alma/Galia (ex-Knightsbridge & Ardmore Rdv.),EnQuest,Installed,,2013,FMC,2,79,
Northwest Europe,United Kingdom,3/9a,Alwyn North,Alwyn North,Total,Installed,Satellite,1988,Cooper Cameron,2,130,
Northwest Europe,United Kingdom,3/9a,Alwyn North,Alwyn North,Total,Installed,Cluster,1991,FMC,4,130,
Northwest Europe,United Kingdom,49/11a,Amanda/Agatha,Amanda/Agatha,Venture,Possible,Satellite,2017,,1,37,
Northwest Europe,United Kingdom,49/11a,Amanda/Agatha,Amanda/Agatha,Venture,Possible,Satellite,2017,,1,37,Field can not be developed as a stand alone.  May be developed after Agatha.
Northwest Europe,United Kingdom,204/20a,An'Teallach,An'Teallach,BP,Installed,Satellite,1996,Cooper Cameron,1,412,
Northwest Europe,United Kingdom,48/18b,Anglia,Anglia West,Ithaca Energy,Installed,Satellite,1994,FMC,2,46,
Northwest Europe,United Kingdom,49/6a,Ann,Ann,ConocoPhillips,Installed,Template,1993,ABB Vetco Gray,3,29,
Northwest Europe,United Kingdom,48/10a,Saturn (Annabel),Annabel,Venture,Installed,Template,2005,,2,30,
Northwest Europe,United Kingdom,48/10a,Annabel East,Annabel East,Venture,Construction,,2014,General Electric,1,30,
Northwest Europe,United Kingdom,30/24,Alma/Galia,Argyll,Hamilton,Removed,Satellite,1984,National Supply,15,76,
Northwest Europe,United Kingdom,22/23a,Arkwright,Arkwright,BP,Installed,Template,1996,ABB Vetco Gray,3,91,
Northwest Europe,United Kingdom,23/16c,Arran,Arran,Dana Petroleum,Planned,Satellite,2017,,1,95,2010: 1 well on Arran N + 2 wells on Arran S
Northwest Europe,United Kingdom,23/16b,Arran,Arran,Shell,Planned,,2018,,2,95,2010: 1 well on Arran N + 2 wells on Arran S
Northwest Europe,United Kingdom,47/3b,Artemis,Artemis,BP,Installed,Satellite,2002,,2,30,
Northwest Europe,United Kingdom,53/2,Arthur,Arthur Phase II,ExxonMobil,Installed,Template,2004,,1,15,
Northwest Europe,United Kingdom,53/2,Arthur,Arthur Phase II,ExxonMobil,Installed,Satellite,2005,,1,15,
Northwest Europe,United Kingdom,53/2,Arthur,Arthur Phase III,ExxonMobil,Installed,Satellite,2007,,1,15,
Northwest Europe,United Kingdom,16/23,Arundel,Arundel,Chevron,Possible,Satellite,2016,,1,108,
Northwest Europe,United Kingdom,14/18b,Athena,Athena,Ithaca Energy,Installed,Cluster,2011,VetcoGray,5,130,12/10: Initially 4 prod & 1 WI wells; 2 prod & 1 WI wells may be added later
Northwest Europe,United Kingdom,13/30a,Atlantic/Cromarty,Atlantic/Cromarty,Hess,Installed,Satellite,2004,Cooper Cameron,1,119,Being developed together with BG's Atlantic field.
Northwest Europe,United Kingdom,14/26a,Atlantic/Cromarty,Atlantic/Cromarty,BG,Installed,Cluster,2004,Cooper Cameron,2,119,Being developed together with Amerada Hess's Cromarty field.
Northwest Europe,United Kingdom,49/11a,Audrey,Audrey,ConocoPhillips,Installed,Satellite,1988,FMC,1,27,
Northwest Europe,United Kingdom,30/16t,Auk North,Auk North Appraisal,"Shell, Talisman",Cancelled,,1996,,,85,Extended reach drilling development.
Northwest Europe,United Kingdom,30/16t,Auk North,Auk North Redevelopment,Talisman,Installed,,2010,FMC,3,85,
Northwest Europe,United Kingdom,30/16t,Auk North,Auk North Redevelopment (Fourth Well),Talisman,Installed,,2012,,1,82,
Northwest Europe,United Kingdom,30/13,Austen (Jacqui),Austen (Jacqui),GDF Suez,Planned,Satellite,2017,,1,71,
Northwest Europe,United Kingdom,22/7,Aviat,Aviat,Apache,Tendering,,2015,,2,100,
Northwest Europe,United Kingdom,22/6,Bacchus,Bacchus,Apache,Installed,Satellite,2013,,3,88,5/11: drilling to begin in May 2011
Northwest Europe,United Kingdom,110/3c,Bains,Bains,Centrica,Installed,Satellite,2002,FMC,2,43,
Northwest Europe,United Kingdom,15/20b,Balloch,Balloch Phase I,Maersk Oil,Installed,,2013,General Electric,1,140,side track of existing appraisal well.
Northwest Europe,United Kingdom,15/20b,Balloch,Balloch Phase II,Maersk Oil,Possible,,2015,General Electric,2,140,
Northwest Europe,United Kingdom,16/21a,Balmoral,Balmoral,Agip,Installed,Template,1985,Vetco,10,143,
Northwest Europe,United Kingdom,16/21a,Balmoral,Balmoral,Agip,Installed,Satellite,1986,Vetco,9,146,
Northwest Europe,United Kingdom,16/21a,Balmoral,Balmoral expansion,Premier,Cancelled,,2010,,1,146,10/10: Well 16/21a-37 spudded on Sep 19 and abandoned on Oct 15
Northwest Europe,United Kingdom,29/2a,Banff,Banff,ConocoPhillips,Installed,Cluster,1995,FMC,2,89,
Northwest Europe,United Kingdom,29/2a,Banff,Banff,ConocoPhillips,Installed,Cluster,1997,FMC,2,100,
Northwest Europe,United Kingdom,29/2a,Banff,Banff,CNR International,Installed,Cluster,2004,FMC,4,100,
Northwest Europe,United Kingdom,22/15,Banks,Banks,BG,Possible,,2020,,1,100,
Northwest Europe,United Kingdom,22/13a,Bardolino,Bardolino,Shell,Installed,Satellite,2009,,1,91,
Northwest Europe,United Kingdom,16/21c,Beauly,Beauly,Talisman,Installed,Satellite,2000,,1,100,
Northwest Europe,United Kingdom,48/18a,Bedevere,Bedevere,Perenco,Possible,Satellite,2018,,2,27,
Northwest Europe,United Kingdom,29/9b,Beechnut,Beechnut,Centrica,Cancelled,Satellite,2015,,2,74,
Northwest Europe,United Kingdom,49/22,Bell,Bell,ConocoPhillips,Installed,Satellite,1999,,1,38,
Northwest Europe,United Kingdom,49/23,Bell Northwest,Bell Northwest,BP,Installed,Satellite,1999,,1,37,
Northwest Europe,United Kingdom,9/3b,Bentley,Bentley First Phase Development (FPD),Xcite Energy Resources,Planned,Daisy Chain,2017,,3,110,
Northwest Europe,United Kingdom,9/3b,Bentley,Bentley First Phase Extension (FPDExt),Xcite Energy Resources,Planned,,2017,,2,110,
Northwest Europe,United Kingdom,9/3b,Bentley,Bentley First Phase Extension (FPDExt),Xcite Energy Resources,Planned,,2017,,3,110,
Northwest Europe,United Kingdom,9/13a,Beryl,Beryl,ExxonMobil,Installed,Satellite,1990,Cooper Cameron,9,119,
Northwest Europe,United Kingdom,16/12a,Birch,Birch Phase II,"Agip, Marathon",Installed,Cluster,1996,Dril-Quip,7,127,
Northwest Europe,United Kingdom,22/19a,Birgitta (Bergman),Birgitta (Bergman),PA Resources,Possible,Satellite,2017,,2,94,Discovered in 1984. Estimated reserves = 100 Bcf of gas.
Northwest Europe,United Kingdom,20/2a,Blackbird,Blackbird,Nexen,Installed,Satellite,2010,GE Oil & Gas,1,115,
Northwest Europe,United Kingdom,20/2a,Blackbird,Blackbird Production Well 2,Nexen,Installed,,2014,GE Oil & Gas,1,115,
Northwest Europe,United Kingdom,20/2a,Blackbird,Blackbird Water Injection,Nexen,Installed,,2012,GE Oil & Gas,1,,"12/10: If required, the water injection well is expected to be drilled in 2012."
Northwest Europe,United Kingdom,16/21d,Bladon,Bladon,Talisman,Installed,Satellite,1997,,1,152,
Northwest Europe,United Kingdom,16/21a,Blair,Blair,North Sea Sun Oil,Removed,Satellite,1989,VetcoGray,1,145,
Northwest Europe,United Kingdom,13/24b,Blake,Blake,BG,Installed,Cluster,2001,Cooper Cameron,8,98,Onstream 8/01.
Northwest Europe,United Kingdom,12/24a,Blake Flank,Blake Flank,BG,Installed,Satellite,2004,Cooper Cameron,3,100,
Northwest Europe,United Kingdom,30/3a,Blane,Blane,Talisman,Installed,Satellite,2006,FMC,3,76,
Northwest Europe,United Kingdom,16/21b,Blenheim,Blenheim,,Removed,,1995,,3,152,
Northwest Europe,United Kingdom,48/22b,Blythe,Blythe,Alpha Petroleum,Cancelled,,2016,,1,37,
Northwest Europe,United Kingdom,28/9,Bonneville,Bonneville,Premier,Possible,,2020,,1,100,
Northwest Europe,United Kingdom,16/3b,Braemar,Braemar,Marathon,Installed,Satellite,2003,,1,124,
Northwest Europe,United Kingdom,22/23a,Brechin,Brechin,Talisman,Installed,Satellite,2005,,1,113,
Northwest Europe,United Kingdom,15/25b,Brenda,Brenda (UK),Oilexco,Installed,Cluster,2008,FMC,6,152,
Northwest Europe,United Kingdom,211/29,Brent,Brent,Shell,Installed,Satellite,1976,Cooper Cameron,1,142,
Northwest Europe,United Kingdom,211/29,Brent South,Brent South,Shell,Installed,Satellite,1994,Cooper Cameron,3,142,
Northwest Europe,United Kingdom,15/30,Britannia,Britannia,BOL,Installed,Satellite,1998,Dril-Quip,7,136,
Northwest Europe,United Kingdom,21/3a,Britsats,BritSats I,ConocoPhillips,Installed,Cluster,2007,,2,138,
Northwest Europe,United Kingdom,15/29b,Britsats,BritSats I,ConocoPhillips,Installed,Template,2007,,4,140,
Northwest Europe,United Kingdom,2/5 Heather Field Area,Broom,Broom,Lundin Oil,Installed,Satellite,2004,,3,144,2010: 3 wells completed in 2004
Northwest Europe,United Kingdom,2/5 Heather Field Area,Broom,Broom,Lundin Oil,Installed,Satellite,2005,,2,144,2010: 2 wells completed in 2005
Northwest Europe,United Kingdom,2/5 Heather Field Area,Broom,Broom 2008-2009 wells,EnQuest,Installed,,2010,,2,144,"2010: 1 well completed in 2008, 1 well being drilled"
Northwest Europe,United Kingdom,9/8a,Bruce,Bruce Phase II,BP,Installed,Satellite,1998,Cooper Cameron,3,121,
Northwest Europe,United Kingdom,9/8a,Bruce,Bruce Phase II,BP,Installed,Satellite,1999,Cooper Cameron,3,121,
Northwest Europe,United Kingdom,21/1a,Buchan,Buchan,BP,Installed,Template,1981,Cooper Cameron,5,116,
Northwest Europe,United Kingdom,21/1a,Buchan,Buchan,BP,Installed,Satellite,1990,Cooper Cameron,5,121,
Northwest Europe,United Kingdom,9/18a,Buckland,Buckland,,Installed,Cluster,1999,Cooper Cameron,4,103,
Northwest Europe,United Kingdom,9/18a,Buckland,Buckland,,Installed,Satellite,1999,Cooper Cameron,1,103,
Northwest Europe,United Kingdom,49/28,Bure,"Bure, Thames decommissioning",BP,Installed,Satellite,1986,FMC,1,33,
Northwest Europe,United Kingdom,49/28,Bure West,"Bure West, Thames decommissioning",BP,Installed,Satellite,1998,ABB Vetco Gray,1,33,
Northwest Europe,United Kingdom,16/22,Burghley,Burghley,Talisman,Installed,,2009,FMC,1,135,
Northwest Europe,United Kingdom,20/6,Buzzard,Buzzard,Nexen,Installed,,2006,,5,98,
Northwest Europe,United Kingdom,20/6,Buzzard,Buzzard,Nexen,Installed,,2008,,6,98,
Northwest Europe,United Kingdom,16/3a,Cairngorm,Cairngorm,EnQuest,Possible,Satellite,2016,,2,120,
Northwest Europe,United Kingdom,16/26,Caledonia,Caledonia,Chevron,Installed,Template,2003,ABB Vetco Gray,1,139,
Northwest Europe,United Kingdom,16/26,Caledonia,Caledonia,Chevron,Installed,Template,2004,ABB Vetco Gray,3,139,"Production commenced from 1st well February 10, 2003. Two more wells will be brought online pending performance of initial well."
Northwest Europe,United Kingdom,16/26,Caledonia,Caledonia Redevelopment,Premier,Planned,Satellite,2017,,1,139,"11/10: single well. Could be drilled in Aug-Oct 2011, according to Premier."
Northwest Europe,United Kingdom,49/22,Callisto (UK),Callisto (UK),ConocoPhillips,Installed,Satellite,1995,FMC,1,21,
Northwest Europe,United Kingdom,13/22a,Captain,Captain B,Chevron,Installed,Template,2000,Cooper Cameron,14,111,
Northwest Europe,United Kingdom,13/22a,Captain,Captain C,Chevron,Installed,Satellite,2006,Cooper Cameron,2,118,
Northwest Europe,United Kingdom,43/21b,Carna,Carna,Centrica,Cancelled,,2015,,1,54,
Northwest Europe,United Kingdom,28/9,Carnaby,Carnaby,Premier,Possible,,2022,,1,100,
Northwest Europe,United Kingdom,49/15a,Carrack,Carrack East & West (SWEEP),Shell,Installed,,2013,VetcoGray,1,30,GE O&G Vetco Gray SVXT shallow water tree
Northwest Europe,United Kingdom,49/14b,Carrack,Carrack East & West (SWEEP),Shell,Installed,,2013,,1,30,
Northwest Europe,United Kingdom,49/22,Castillo,Castillo,ConocoPhillips,Installed,Satellite,1995,,1,21,
Northwest Europe,United Kingdom,28/9,Catcher,Catcher,Premier,Construction,,2017,Dril-Quip,7,94,
Northwest Europe,United Kingdom,28/9,Catcher,Catcher,Premier,Construction,,2017,Dril-Quip,7,89,
Northwest Europe,United Kingdom,28/9,Catcher,Catcher,Premier,Construction,,2019,Dril-Quip,8,95,
Northwest Europe,United Kingdom,211/22a (Northwest Area),Causeway,Causeway,Ithaca Energy,Installed,Satellite,2013,General Electric,3,149,
Northwest Europe,United Kingdom,30/14,Flyndre/Cawdor,Cawdor Phase II,Maersk Oil,Possible,,2017,,2,72,
Northwest Europe,United Kingdom,16/7a,Central Brae,Central Brae,Marathon,Installed,Template,1989,Cooper Cameron,6,107,
Northwest Europe,United Kingdom,47/9c,Ceres,Ceres,Venture,Installed,,2009,,1,35,
Northwest Europe,United Kingdom,15/17,Chanter,Chanter,Total,Installed,Satellite,1988,VetcoGray,1,143,
Northwest Europe,United Kingdom,22/2a,Chestnut,Chestnut,Centrica,Installed,Satellite,2008,,1,120,
Northwest Europe,United Kingdom,22/2a,Chestnut,Chestnut,Centrica,Installed,Satellite,2008,,1,120,
Northwest Europe,United Kingdom,22/2a,Chestnut,Chestnut Extended Well Test,Hess,Installed,Satellite,2001,ABB Vetco Gray,1,120,
Northwest Europe,United Kingdom,2/10a,Cheviot (ex-Emerald),Cheviot,Alpha Petroleum,Planned,,2018,,4,150,
Northwest Europe,United Kingdom,21/20a,Christian/Bligh,Christian/Bligh,Centrica,Cancelled,Satellite,2016,,1,80,
Northwest Europe,United Kingdom,21/20a,Christian/Bligh,Christian/Bligh,Centrica,Cancelled,Satellite,2016,,1,80,4/10 expected to be tied into Mallard pipeline which runs 15km to Kittiwake
Northwest Europe,United Kingdom,210/29a,Cladhan (ex-Bowstring East),Cladhan,TAQA,Construction,,2014,Cameron,4,183,
Northwest Europe,United Kingdom,44/22a,Caister Murdoch,CMS Phase III,ConocoPhillips,Installed,Satellite,2002,Dril-Quip,5,40,
Northwest Europe,United Kingdom,44/23,Caister Murdoch,CMS Phase III,ConocoPhillips,Installed,,2003,,1,,
Northwest Europe,United Kingdom,44/23,Caister Murdoch,CMS Phase III,ConocoPhillips,Installed,,2005,,2,32,
Northwest Europe,United Kingdom,3/7a,Columba E Ext,Columba E/Columba Ph IV,CNR International,Installed,,2007,,2,139,
Northwest Europe,United Kingdom,23/16f,Columbus,Columbus,Serica Energy,Planned,,2016,,2,85,"2 ss producers will be linked into a 4-slot manifold w/ remote well requiring a 3 km, 8 in. infield line."
Northwest Europe,United Kingdom,211/18,West Don/Don Southwest,Conrie (ex-Don SW E Panel),EnQuest,Installed,,2011,,1,175,
Northwest Europe,United Kingdom,21/20a,Cook,Cook,Enterprise Oil Exploration,Installed,Satellite,2000,,2,94,
Northwest Europe,United Kingdom,211/26a,Cormorant,Cormorant,Shell,Installed,Template,1980,McEvoy,5,152,
Northwest Europe,United Kingdom,211/26a,Cormorant,Cormorant,Shell,Installed,Satellite,1980,Vetco,6,152,
Northwest Europe,United Kingdom,9/28a,Crawford/Porter,Crawford,Hamilton,Removed,Satellite,1989,,1,117,
Northwest Europe,United Kingdom,9/28a,Crawford/Porter,Crawford/Porter,EnQuest,Possible,Cluster,2020,,4,110,
Northwest Europe,United Kingdom,9/28a,Crawford/Porter,Crawford/Porter,EnQuest,Possible,,2020,,2,117,
Northwest Europe,United Kingdom,29/7,Curlew,Curlew,Shell,Installed,Satellite,1997,Cooper Cameron,2,131,
Northwest Europe,United Kingdom,29/7,Curlew A,Curlew A,Shell,Possible,Satellite,2018,,1,91,
Northwest Europe,United Kingdom,29/7,Curlew C,Curlew C,Shell,Installed,Satellite,2008,,1,91,
Northwest Europe,United Kingdom,29/7,Curlew,Curlew D South,Shell,Installed,Satellite,2000,,1,91,
Northwest Europe,United Kingdom,16/28,Cyrus,Cyrus,BP,Installed,Satellite,1989,Cooper Cameron,2,106,
Northwest Europe,United Kingdom,16/28,Cyrus,Cyrus,BP,Installed,Satellite,1996,Cooper Cameron,2,104,
Northwest Europe,United Kingdom,110/2b,Dalton,Dalton,ConocoPhillips,Installed,Satellite,1999,Dril-Quip,2,40,
Northwest Europe,United Kingdom,21/28a,Dandy,Dandy,Antrim Energy,Cancelled,Cluster,2014,,3,87,
Northwest Europe,United Kingdom,211/27a,Northwest Hutton,Darwin (NW Hutton Red) Ph 1,Fairfield,Possible,Cluster,2019,,8,144,
Northwest Europe,United Kingdom,211/27a,Northwest Hutton,Darwin Ph 2,Fairfield,Possible,,2021,,10,144,
Northwest Europe,United Kingdom,53/5b,Davy East,Davy East,Perenco,Installed,Satellite,2006,,1,41,
Northwest Europe,United Kingdom,49/30a,North Davy,Davy North,Perenco,Installed,Satellite,2001,ABB Vetco Gray,1,30,
Northwest Europe,United Kingdom,48/29,Dawn,"Dawn, Dawn Decommissioning",ConocoPhillips,Out of Service,Satellite,1995,FMC,1,36,
Northwest Europe,United Kingdom,49/28,Deben,Deben,BP,Installed,Satellite,1998,ABB Vetco Gray,1,34,
Northwest Europe,United Kingdom,48/30,Deborah,Deborah,ConocoPhillips,Installed,Satellite,1995,FMC,3,32,
